labels,sentences
0,啊啊啊 小号 爱哥 矮 人 好 可爱 还 喜欢 啊啊啊 啊啊啊
0,啊啊啊 皮肤 越来越 差 花 买 护肤品 没用 黑头 越来越 皮肤 油
0,啊啊啊 终于 蒙娜丽莎 法国 法国 卢浮宫
0,胃 疼 刚刚 吐
0,没 学历 没 技术 能干
0,生活
0,生活 苟延残喘
0,哎嘿 第一次 送 女朋友 花
0,埃及 博物馆 圣母 玛丽亚 悬空 教堂 阿米尔 清真寺 埃及 埃及 博物馆
0,脑补 情节
0,爱能 战胜
0,爱是
0,爱玩 玩
0,困难 都 量变 质变 过程
0,考验 都 当成 量变 质变 过程
0,寄托 虚拟 人物 上 真的 好 第一天 心理咨询 问 说 寄托 真的 会 感觉 吊着 命 胆小鬼 废物
0,爸妈 吵架 我能 做些 没招
0,回家 睡觉 睡一觉 都 忘
0,白细胞 低才 31
0,拜拜 冰岛 我会 想 抱歉 字 写 很丑
0,办公楼 种 大片 玉蝉花
0,宝宝 除夕 离开 1639 天 天上 还好 想 这么久 我梦里 一趟 宝宝
0,宝宝 一块 蓝莓 蛋糕
0,悲伤 说话 眼泪 蒸发 何妨 血 发芽 开出 花
0,北极光
0,约 谈 三个 围着 录音笔
0,打伤 眼睛 懒 投中 三分球
0,贾玲 感动 热辣 滚烫
0,交警 罚 20 块 贫困 生活 雪上加霜
0,咨询师 夸 真的 很 开心
0,宫 不 死 今日 起不求 出类拔萃 不 求 高官厚禄 山海 相伴 足矣 加油
0,本来 不想 氪 潮流 运气 差得 离谱 没办 差 祈望 明天 好运
0,本来 很 疲惫 洗 澡 瞬间 精神百倍 收拾 下 行李
0,本来 敲敲打打 好些 字 都 删 别人 自卑 来自 家庭 学历 外貌 工作 第一次 感受 自卑 来自 南仁东 起步 学校 民族 他成 科学家 成就 天眼 国防 七子 中 念 两个 一点儿 社会 贡献 都
0,本来 吃药 洗洗 睡 表达 此刻 情绪 说 没道理 不 对症 一个 心情 不好 人 说 一个 情绪 人 说 也许 人 感受 舒适 改善 缓解 患病 人 去 说 话 只会 更糟 办法 感同身受 话 营养 疗效 现实 社会 武侠小说 心魔 多年 高僧 高人 道长 一番 高谈阔论 化解
0,本来 想 聊聊 年 校园 霸凌 发现 霸凌对 没什么 都 完美 回击 导致 看上去 好像 霸凌 别人
0,不 开心 宝贝
0,别人 不回 消息 怕 会 说错 一整天 都 会 不安 老是 想
0,补 四个 小时 睡眠 今日 大脑 拒绝 工作
0,不 伴有 神经病 症状 好事
0,不 补课 启动 打印机 开打 试卷
0,一年 好 坏 都 即将 结束 糟糕 都 成长 经历 预知 未来 健康 平安 好
0,不 健全 关系 喜欢 腾瑞雨 喜欢
0,憋气 干嘛 花钱 找 不 痛快
0,点 花絮
0,真的 会 喜欢 原生 家庭幸福 性格开朗 大方 人 人会 自动 远离 说 讨厌 真的 处不来
0,日子 单纯 想 吃 甜点
0,失眠 嗜睡 前阵 两天 睡不到 5 小时 这阵 睡 将近 20 小时
0,生病 才 想 学医 学医 碰巧 生了场 不太好 治 病
0,不 睡 喝点 茶 话 说 十六岁 爱 喝茶
0,不太敢 照镜子 是因为 我长 不 好看 超级 深 黑眼圈 越来越 差 皮肤 看起来 真的 一点 活力 都 我爸 还 开朗 一点 抱歉 做 不到
0,不太 霞光
0,年纪 取舍 好 一个 阶段 成长 改变 接受
0,语言 带来 体验
0,妆容 差距 真的 很大
0,不想 动 内心 期待 会 说 取消 消息 越来越近 想
0,不想 喝酒 想 睡觉
0,不想 上班 好 忙 周末 还要 加班 赚钱 好难
0,不 信 鬼神 不信 人
0,告诉 任何人 投缘 随意 亮出 底牌 欺负 人 都 人 越 信任 人伤 越深 一招 戳 中 软肋 人 都 脆弱 点 束缚 轻易 透露 底牌 欺负 人 最 人 轻易 别人 更 投缘 暴露 弱点 最 信任 人 会 最 脆弱 伤害 保护 好 做 一个 底线 人
0,埋怨 发生 事情 改变 安静 接受 生活 中总要 咽下 委屈 只字不提 往前走
0,内耗
0,内耗 内耗 内耗 人 都 人 人生 课题 请 做好 课题 依赖 任何人 软弱 怪罪 任何人 没光 影子 都 会 离开 请 努力 提升 价值 强大 自我 训练 像头 狼 坚定不移 请 坚持下去
0,去 在意 关 屁事
0,流眼泪 做 情绪 负面 说话 越少 越 好
0,不用 羡慕 别人 圣诞树
0,不 难过 后悔 选择 后悔 选择 才 难过
0,不 克服 初三 厌学 情绪
0,才 发现 超话 生日 同一天 诶
0,才 发现 我妈 昨天 买 冰淇淋 诶 还 真 挺好吃
0,才 装 抖音 原本 想学 日常生活 英语 表达 无意间 刷 石 村小 月 看 太久 错过 最佳 入睡 时间 失眠 很久很久 放纵 自律 恢复正常 生活 独木桥 早安
0,参观 长沙 黑色 博物馆 经历 人 永远 都 理解 不了 感受 长沙 黄兴 南路 步行 商业街
0,成都 街头 偶遇 一只 猫咪 有家 脖子 上 定位器 指甲 不长 懒洋洋 躺 人来人往 不 害怕 好羡慕 下辈子 想 做 一只 小猫咪
0,成年人 妥协 一半 理解 一半 算了 年龄 增长 渐渐 明白 年龄 带给 通透 很多 事到 真的 解决 算了 通透 人性 面前 慢慢 展开 时 时光 内心 仍能 平静 坦然 成年人 世界 崩溃 都 无声 笑容 都 强 挤 经历 承受 人才 体会 强者 务 弱者 争其名 信手拈来 从容 都 厚积薄发 沉淀
0,成长 醒悟 从来 都 忠告 走 错 路 吃 亏 数不清 错付
0,吃
0,吃饱喝足
0,吃饱喝足 开启 工作 模式 越南
0,吃饱
0,吃 冰淇淋 喽 青岛 久 去 下 一站
0,吃 饼干
0,吃 吃 吃
0,吃 正宗 这鱼 真的 没什么 味儿
0,吃点 东西 撑 不行 很 饿
0,吃点 夜宵 全都 碳水
0,吃饭
0,吃瓜
0,吃 点 好吃 心情 好 点 青岛 海鲜 名不虚传
0,吃 点 馄饨 烤 扇贝 夜宵 还好 发烧 不太
0,吃 俩 超大 生 蚝 吃 都 那种 小小的
0,吃 多药 没好
0,吃 一家 冷门 西餐厅 蒜 香 吐司 很 好吃 玉米汤 份量 实在 太少 扇贝 意面 好 辣 味道 不错 美食
0,吃 青岛 常吃 排骨 米饭 嘿嘿 真的 不错 味道 奖励 一杯 奶茶
0,吃 馒头 送福
0,吃 好像 没什么 想 吃
0,吃 薯片
0,吃 完药 后会 感觉 莫名 开心
0,吃 胃药 发现 一颗 粉色 小 胶囊 真的 很 牌子 文拉法辛 牌子 粉色
0,吃 午饭
0,吃药 喝咖啡 减肥 想 喝 黑 咖啡
0,宠物 系统 价格 图 前 几天 没 太
0,愁愁 愁
0,出门 散步 花花
0,出去玩
0,自渡 爱莫能助
0,除夕 快乐 送福 舞狮
0,传说 中 网红 米粉店 定位 不太准 样子 越南
0,春季 养生 春 三月 此谓 发陈 天地 俱生 万物 以荣夜 卧 早起 广 步于庭 发缓 形以 使志 生生 勿 杀予 勿 夺赏 勿 罚 此春气 之应 养生之道 逆 伤 肝夏为 寒变 奉 长者 少 黄帝内经
0,春天 悄悄地 合肥
0,辞旧迎新 鸟鸣 花香 落日
0,打篮球 懒
0,打死 打死 倒 车车
0,打针 前 医生 用超 东西 点位 黑白 显示器 说 骨头 真细 说 脂肪 说 脂肪 不 薄薄的 一层 说 重 说 不 胖 医生 越来越 人情味 啥时候 都 不 忘 提供 情绪 价值
0,大概 十点 很 平静 发疯 毫无 征兆 情绪 崩溃 难受
0,都 喜欢 听 歌呀求 推荐
0,交友 慎重 恋爱 一个 海王 男同学 病友 群 不 群 干什么 说 去 上 搜 很多 我加 病友 群 都 朋友 不拉 别人 说 那种 群 真的 都 假 大概 女生 好 骗 拴
0,这条 贴 干嘛
0,小年夜 快乐
0,有没有 很 能量 想 安慰 好 朋友 词穷
0,有没有 热爱生活 办法
0,工作 休息
0,大脑 一片空白 别人 说 下 一秒 忘
0,大 晚上 抖音 真的 刷 破防 无缘无故 刷 视频 不看 作者 还 发 作品
0,大意 没带 头盔
0,大 早上 脸 没洗 牙 没刷 医院
0,大众 点评 48
0,大自然 天然 画框 迎春
0,呆球 对不起 姨姨 尽力
0,丹 德拉 神庙 尼罗河 帆船 埃及 尼罗河
0,说 可怜 可怜 真的 想家 女儿 终于 同意 回家 过年 只能 带 小猫咪 一个 星期 郑重 队友 说 一个 教 做人 一个 人 成见 呼吸 都 错
0,依赖 成形 离开 戒毒
0,荡 小脚 豆包 吖 微博 视频
0,导员 担心 开学 后 不 同学 社交 实际上 天天 盘算着 钻 舍友 被窝
0,年龄 扔掉 四样 东西 没 意义 酒局 不 爱 人 看不起 亲戚 虚情 假义 朋友 拥有 四样 东西 扬 脸上 自信 长 善良 融进 血液 骨气 刻 生命 里 坚强
0,猫头 山 吹 海风 内心 平静 威海 猫头 山
0,新加坡 出国 旅游 外面 世界 散散心
0,倒霉 坏 人 坏
0,滴妻 上 第一集 101 打卡 好棒
0,弟 新 衣服 黄 粉色 那套 情侣 服 外套 布料 一个 浅粉 一个 浅蓝
0,弟想 哥 打响 指 吸引 注意力 挫 几下 没音儿 忒 可爱
0,帝王 谷 去 买 埃及 街头 5 埃榜 1 毛 美金 一个 小饼 甘蔗汁 都 挺不错 埃及 帝王 谷
0,11 次 抬头 12 次 回眸
0,第五
0,第一场 雨
0,第一次 喝酒 庆祝 停药
0,第一次 骑骆驼 差点 摔下来 两次 去 看 贝 都 因人 居所 还 吃 点 做 饼 红茶
0,第一次 去 福 康宁 公园 天气 真的 热到 爆 去 博物馆 喝 杯 铁 福 康宁 公园
0,第一次 做 热气球 热气球 上 看 日出 真的 很漂亮 埃及 卢克索 热气球
0,第一个 上 飞机 耶
0,第一季 完结 撒花 刚 听 一集
0,第一眼 同人 真 不像话
0,电子产品 破坏 亲子关系 利器 昨天 一个 读书 群里 妈妈 高 二 女儿 吵 一架 妈妈 连夜 离开 租屋 回 城东 家里 去 一个 朋友 儿子 昨天中午 晚上 中午 总共 吵 三次 说 晚上 搞 综评 关系 才 缓和 一点 昨晚 说 假期 管理 手机 事情 立马 炸 爸爸 打电话 两个 人 吵起来 过年 不想 回家 不想 发小在 省图书馆 等待 占 座位 大妈 吃 苹果 希望 吃 完 位子 说 妈妈 待在家里 一会 会儿 宇宙 都 会 坍塌 正面 开战 原因 家长 孩子 真的 太难
0,调整 两周 我来 尝试 回校 上学 希望 平平稳稳 度过
0,掉头发 感觉 一株 蒲公英
0,丁香 喔
0,活 一年 明年 加油
0,东航 这次 飞机 餐 还 不错
0,都 十点 前 俩 小时 都 干什么
0,读 多年 道经 才 体会 胜人者 胜者 强才 领略到 夫唯 不争 天下 莫能 之争 极乐 一门 毕生 经历 去 体悟 课题 践行 条 真谛 便 精神 内耗 二十天 抑郁 发作 破纪录
0,短暂 自由
0,队友 老是 叹气 意识 晚上 接 女儿 我璐璐 老师 排 课 总共 四个 高三 学生 三个 临时 取消 补课 都 说 崩溃 说 去 吃 米 村 拌 饭 七点 半到 店里 六七 桌在 退而求其次 去 旁边 一家 店 吃 番茄 鱼 吃过饭 路过 零食 店 有没有 喜欢 挑 一大 袋子 笑 收银 阿姨 说 我活 一个 星期 回到 家 换衣服 猫咪 扒 腿 身上 爬 意识 往常 抱 抱 亲 甜蜜 五秒 啃 咬 手背 挣扎 逃走
0,队友 打电话 胳膊 还行 不怎么样 做好 周五 开 家长会 坐不住 没 昨天晚上 睡不着 申请 退税 抵 三个 多月 房租 还 睡不着 咋啦 担心 不 情况 真的假 担心 分担 疼痛 干活 真的 分担 担心 没事 没事 女儿 放学 都 满眼 关切 地问 胳膊 好点没 关键 掉 链子
0,队友 说 上午 博士 开题 一个 女生 连珠炮 之下 晕倒 幸好 扶住 送到 医院 检查 发现 低血糖 细谈 才 得知 孩子 常年 不吃 早饭 估计 团队 紧张 够呛 年轻人 请 爱惜 身体
0,队友 展示 唯品 会上 买 恤 套装 衫 人真 有意思 前段时间 说 买 短袖 却 偷偷 买 买 太贵 买 便宜 都 存 干嘛 还 抠抠搜搜 闺女 攒 学费 考上 学校 暂时 装修 房子 房子 要装 可怜天下父母心
0,队友 值班 顺道 跟着 打印 几张 试卷 办公室 很大 八张 桌子 四个 人用 桌子 上 四个 显示器 最 一个 人有 六个 显示器 几台 电脑 显示器 亮 问 没人 上班 为啥 要开 电脑 说 远程 办公 隔壁 一个 师弟 打扫卫生 问 早 说 卷
0,来说 从来 本书 楞严经 还 难懂 躺 床沿 吊 颈椎 一点点 感悟 借用 一句 话 生命 无常 世间 意见
0,信心
0,多读 心理学 很 收获
0,恶梦 快 睡 天天 做
0,发发 拍
0,发个 几天 搭配 九张 随便 搭个 放上去
0,发了 新 叶子 竹子 好看
0,发消息 消息 懒
0,翻 东西 翻出来 12 岁 画 画 跳 小 黑暗
0,翻篇 未来 期 问心无愧 努力 都 辜负 未来 致
0,烦 做 不 精神
0,烦死 深井
0,烦死 大清早 不当 人 天天 练琴练筝 妈 叫魂 迟早 我会 88 琴键 21 根 琴弦 一个个 一根 根全 拔下来
0,烦死 还 半个 月 才能 拆 石膏 单身贵族
0,放 点 调料 面 更 美味
0,放寒假 发烧 真的 幸运
0,放假 第三天 整装待发 少带 一瓶 药 南京 南京 禄口 国际 机场 2 航站楼 国际 港澳台 出发
0,放假 第三天 中午 吃火锅 南京 绿溢 国际 广场
0,放假 第一天 开 百来 公里 乡下 烧烤 马鞍山 姚家 寨
0,放下
0,放心 长大 后 我会 逃离 原生 家庭
0,飞机 上 看 电影 哭 好 几次 先是 流浪 地球 2 忠犬八公 记得 九月份 去 澳洲 看 妈妈 这部 电影 哭 稀里哗啦
0,分手 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 爽 精神状态
0,粉色 小羊 春夏 穿 颜色 衣服 几场
0,服 休学 还 人 说 很见 人
0,服
0,父母 表达 意见 坏孩子
0,父母 反面教材 老师
0,复学 爱 学校 石家庄 河北 中医药大学 杏苑 校区
0,复学 第一次 考试
0,腹痛 绞 疼 快 晕过去 救命 真的 胃癌
0,说 不 说 挺 好
0,该死 万达 倒闭
0,该死 蚊子
0,感觉 超话 真的 好多 恶 男 主页 伪装 特别 好 发 信息 说 想要 交友 实际上 想 利用 缺爱 孤独 去 养鱼 更有甚者 发些 言论 骂
0,感觉 大脑 好像 接收 不到 信息 看个 说明书 读 好几遍 读 不 明白 考试 题 都 看不懂
0,感觉 跟团 旅行 在家
0,感觉 家里人 想 亖 学校 都 逼 去 学校
0,感觉 选择 错
0,感觉 身边 人 都 恶心 死
0,感觉 很 被动 主动 去 努力 只 想 知识 进 脑子 时间 走 外面 想像 放电影
0,感情 好 一口 闷
0,刚才 回家 路过 门口 高中 发现 昏暗 灯光 下 一个 男人 高举 手机 教学楼 录像 抬眼 望去 拍摄 楼道 里 一对对 小 情侣 家伙 够 猥琐
0,刚到 青岛 吃 海胆 水饺 鲍鱼 嘿嘿 美食 青岛 青岛 胶东 国际 机场
0,刚 放假 挨 800 次 骂 干 都 说 一句 学校 过得 不 烦死
0,刚 罗马 立马 骗 陌生人 搭讪 走 罗马 街头 心惊胆战 还 好吃 冰淇淋 气炸
0,刚 去 试了试 冥想 本来 放松 心神 不知 越来越 紧张 焦虑 到底 真的 放空 大脑 不再 多想
0,刚下 高铁 赶去 看 威海 大 相框 感觉 夜晚 大 相框 更美 威海 威海 大 相框
0,刚想 还 没 吃 午饭 午饭 都 吃
0,刚一 出去玩 语音 还 说 男同 找加 微信 还 不 推 呵呵 两天 说 想 玩 真心话 大冒险 拉 拉 玩 两局 拉 群里 加 微信 说实话 头像 真的 好丑 玩游戏 情绪 激动 不 怎么回事 发 表情 包 说 打游戏 求求 别烦 再 承认 真的 贱 贱 没 过话 真心话 大冒险 群里 说话 还 拉 黑过 玩游戏 私信 没说 话 确切 地说 1 月 27 日 都 凌晨 玩 真心话 大冒险 还 打过 几次 语音 2 月 4 日 说 太 尴尬 小 卷毛 去 东风 公园 玩 真心话 大冒险 还 偷拍 绕 大 慈阁 去 西大街 那天 真的 走 好久好久 我家 没 人 不 着急 回家 死人 生气 一句 都 没 说话 好 尴尬 啊啊啊 本来 想 聊天 西大街 走 到头 往回 走 三个 都 隔 一段距离 都 没 说话 走 走 下雪 2024 年 初雪 想 初雪 断 没 过话 没玩过 真心话 大冒险 没删 群里 聊天记录 再 说话 2 月 14 日 情人节 凌晨 两点 情人节 烂 梗 发给你 聊 两句 没 过话 不怎么 发 朋友圈 害 每次 发 朋友圈 都 会 赞 赞过 朋友圈 都 私密 不 舍得 删 上个月 赞 朋友圈 翻 朋友圈 长时间 都 点赞 4 月 10 日 11 点半 主动 找 聊天 高冷 都 聊天 真的 特别 喜欢 1 天 聊天记录 翻 都 翻 不 完 还 说 带我去 吃 糖葫芦 说 家里 不太好 会 家长 赶出来 说 去 找 说 无聊 说 去 找 真的 玩吧 那天 去 西大街 心结 想 吃 糖葫芦 记得 4 月 19 日 中午 说 今天下午 考完 一模 出去玩 一会 说好 带你去 吃 冰糖葫芦 真的 好开心 开心 想 哭 那天 朋友 那天 机会 见面 那天 朋友 喝 点小酒 情绪 激动 找 深交 玩 真心话 大冒险 说 好感 想 宝宝 想想 感觉 真贱 喜欢 很少 说话 那天 拒绝 一模 考试 完 太仓促 真的 没想到 那天 会 越来越 淡 4 月 19 日 发消息 回 特别 敷衍 有时候 不回 说 不烦 朋友圈 不赞 抖音续 火花 都 聊出 无话不谈 分享 视频 不 看 单纯 续 火花 害 估计 见 不了 糖葫芦 吃 不了 前两天 半夜 好不容易 聊上 外面 发 语音 聊天记录 没 删过 发过 语音 都 留 喜欢 玩 第五 人格 毫不犹豫 下 没能 玩 删掉 第五 人格 备注 改成 原名 害 喜欢 上 都 不 感觉 都 不 记得 你长 样子 前两天 去 西大街 迷路 绕 小区 楼下 见 说 送 吃 拒绝 真的 特别 伤心 想 做好 朋友 语音 出去玩 随时 聊天 好 没想到 会 越来越 淡 希望 过段时间 回到 从前 状态 几天 说话 不 不 喜欢
0,高一 高二 推迟 720 到校 高三 700 昨天 通知 原以为 走走过场 没想到 严格执行 650 说 早读 只 睡 5 分钟 说服 不了
0,哥哥 说 叛逆 期 很 喜欢 说法
0,胳膊 疼得 邪乎 午睡 没 睡着 影响 注意力 记忆力
0,隔壁 男 女人 女 好 可怜
0,宝宝 看 玉兰花 月亮
0,看 花花
0,好吃
0,黑 沙滩
0,公园 拍到 月季
0,拍 晚霞 何怜 草芥 梦玄乾 微博 视频
0,凯旋门 凯旋门 走 回 酒店 天 都 黑 走 头晕 差点 晕倒 身体 不行 巴黎 法国 巴黎凯旋门
0,猫咪
0,康康 做 簪花
0,推荐 本书 念 光明 写给 中国 人 抑郁 自救 指南 看 完 抑郁 全新 抑郁 友友 很大 知乎 上 会员 看 电子书 真的 很 不错
0,看个 有意思
0,我家 花
0,一个 心理咨询 热线 12355 打广告
0,羊 穿 亲子装
0,宫尚角 宫远 徵 一步步 触碰 心时 宫尚 角里 丞磊 宫远 徵 下田 嘉瑞 技巧 真情 占 几分
0,鼓掌 朋友 演出 结束
0,挂个 坏人 打着 生病 名义 钓鱼 恶心 人 不 人 考上 学 恶心 网页 链接
0,挂 避雷
0,挂个 傻 逼 变态 满脑子 黄色 废料 还 穷追不舍
0,挂 人 男 脑子 都 真 尼玛 恶心
0,乖羊
0,计划 想 好久 慢慢 打消 事情 告诉 妈妈 听 主动 藏 药物 妈妈 扔掉 活下去 活下去 活下去
0,管不了 天 管不了 管不了 别人 说 做
0,闺蜜 说 小 太阳 逃不掉 黑洞 闺蜜 好会
0,烦恼 根源 很大 程度 上 在于 太 当回事
0,过惯 孤立 日子 一个 人 舒服
0,请假 爸爸 骂 不想 上学
0,还好 没睡 死 昨天 没 痛 2024 加油
0,不肯 说 爱 过不去 不肯 放过 多出 几道 血痕 不 爱 记号 善待
0,下岸 高考 差 7 分到 本科 线 专升本 差 5 分 老天 一如既往 折磨 我活 不让 活死 不让 死
0,亚特 好看 2 依然 没 变 越南
0,三分钟 开席 同砚记 吃席
0,海报 到家 开心
0,海底 行星 主役 版 好 温柔 羊 音乐 上线
0,害怕 妈妈 离开 吃 妈妈 做 饭 吃 完 还 妈妈 亲亲 晚上 睡觉 都 妈妈 睡 会 害怕 做梦 都 找 妈妈 十九岁
0,好 安静
0,好 崩溃 到底 抽卡 抽 不到 喜欢 忍 回家 手机 眼镜 坏 还 搞 腰酸背痛
0,好吃 美食
0,好吃 美食
0,好吃 好吃 最爱 吃 牛排 做饭 滴
0,好大 雪
0,好多 吃 一点
0,好好 好 家 没
0,好好 好 绝世 小甜剧
0,好好 好 谢谢
0,好好 睡觉
0,好怀念 瘦
0,好 欢乐 哈哈哈哈 哈哈哈 俩 猴 哈哈哈 羊说 剧减 重 30 斤
0,好 焦虑 好像 没什么 焦虑
0,好久不见 快 半年 没去 找 姐姐
0,好久没 喝 水仙 山楂 小饼 很 好吃
0,好看
0,好康 四十多分钟 原创 不 完整 零
0,好 没道理 没 意义
0,好 难受 快 躯体 症状 折磨 亖 生 亖 求求 我妈 放过 再 刺激
0,好 内疚 朋友 住院 都 不 还 想 对方 帮忙 介绍 工作 太 人 呜呜
0,好 朋友 写 刚好 低谷 期 收到
0,好 漂亮 奶茶 杯子 水珠 光下 璀璨 星星 百愿 一半 幸福感 满满 好久 干劲十足 做事 先 打码 希望 想要 匿名 找 格式 人 都 一个 愿望 想 有没有 更好 方式 表现 剪 视频 画画 都 不 太行 总归 谢谢 支持 想法 会 石沉大海 希望 难得 心情 好 日子 里 祝愿 愿望
0,好 漂亮 沙滩
0,好 甜 橘子 咬 爆汁
0,好听 爱 听 听 循环 播放
0,好 想 去 北京 吃 冰糖葫芦 上次 吃 都 四年 前
0,好 想 去 看 海上 次 看海 好像 去年 黄金海岸 可笑 一个 岛国 愣 海 没 看过
0,好 想 去 新疆 去 内蒙 去 埃及 去 马尔代夫 只不过 没 时间 来生 再 去 生当 一个 正常人 当个富 二代 嘿嘿 滨海 湾 花园
0,好 想 去 星星 地方 生活 抬头 很多 星星 那种
0,好 想像 闺蜜 干 不爽 辞职 跑 路 可惜 手里 还 足够 钱 供 生活
0,好像 梦 好 真实
0,好像 小时候 过年 气氛 合肥 元 时代广场 购物中心
0,好消息 流浪 地球 3 出 预告 坏消息 还要 再撑 2027 年 大年初一
0,好消息 终于 下雨 坏消息 没带 伞
0,好 优美 精神状态 单纯 疯 去 复查 医生 终于 不用 逼 去 住院 咔 咔 好开心 离开 医院 马上 就躁 药 盒子 鼓鼓囊囊 太 占 地方 整理 尽量 不 占 太 地方 太 刻意 去 收集 都 多空药 盒子 铝箔 药排 尊嘟 很棒 不 说 晚上 吃 螺蛳 粉 庆祝 一下下 哈哈哈哈 郑州 郑州大学 第一 附属 医院 河 医院 区
0,呵呵 在意
0,喝多 踉踉跄跄 接 放学 希望 看起来 至少 情绪稳定
0,喝酒
0,何必 在意 一个 不 公平 游戏
0,何以 解躁 唯有 水仙
0,狗狗 合照
0,闺蜜 去 看 电影
0,奶奶 打电话 奶奶 乱 想 去 看
0,朋友 去 好几年 没 去过
0,雪 跑 图 终于 400 蜡烛 打算 四天 跑 100 蜡烛
0,嘿嘿 好 激动
0,嘿嘿 新年 第一天 快乐 姐姐 舞狮 舞狮
0,嘿嘿嘿 好吃
0,很多 事情 努力 会 参杂 很多 因素 差一点 都 不行 看开一点 不必 强求 都 事情 都 如愿以偿 事情 都
0,很 喜欢 老师 聊天
0,很 喜欢 坐在 地上 趴在 身边 听 歌 东西 都 不见
0,后悔 不 后悔
0,才 刚 都 很 善良 人 越往后 会 变得 越 冷漠 多年 善待 不该 善待 人 都 善待 却 换 不来 半点 认可 回应 别人 犯了错 得饶人处且饶人 犯了错 别人 却 得理不饶 人 别人 困难 掏心 掏肺 困难 别人 却 推三阻四 慢慢 走到 才 发现 心软 善良 却成 人 拿捏 软肋 很多 人 不得不 变得 无情 善良 人 伤害 还 冷漠 保护 得不到 善待 起码 受 不到 伤害
0,忽然 想起 去年 生日 好久 终于 晚上 收到 第一条 生日快乐 却 只 百到 唯一 一个 前年 生日 好像 一句
0,花 做 错
0,画 小 突兔 小 战象 十年 前 特别 喜欢 泰国 动画
0,幻想 美人鱼 科技
0,患者 山海 自有 归期 风雨 自有 相逢 意难平 终将 和解 万事 终将 如意
0,皇上 皇上 臣妾 蓄意 臣妾 臣妾 万万不可 道 更 不 内务府 俸禄 去养 啊啊啊 啊啊啊 真的 没想 抽 小号 动摇 歪 再 换 一个 号 歪 大 号 再 抽 尼 叒 歪 阁子 快 结束 潮流 密码 没 钻石 没 办法 只能 蓝绿 修改器 成功 拿下 一部分 原因 双 形态 吸引 一部分 原因 刷 好多 销冠 视频
0,回家 爸病 重
0,回想 一路 走来 都 选择 错错 错
0,回 学校 真的 好开心 终于 回到 学校 休学 一年 真的 好 漫长
0,回 几周 无时无刻 想 回到 澳大利亚 真的 太 喜欢 慢 节奏 生活 不 快 人 喘 气 机会 去 澳大利亚 定居
0,毁灭 世界
0,会 一个 人 告诉 开心 对错
0,活 自私 点 不用 总 别人 感受 反正 亏 没少 吃 委屈 没少 受 开心 还 做个 心硬 人 而活
0,火炬 八街 国际 海水浴场 火炬 八街 威海 火炬 八街
0,肩 背 疼痛 躯体 症状 慢跑 改善 方式
0,全场 买 一个 最贵 商品 都 舍不得 包邮
0,几年 前 工作 中 一个 入职 小伙伴 本硕 国内 博士 国外 老乡 聊 几句 说 出生 农村 小时候 跑步 上学 大 一点 爸爸 买 一辆 自行车 一年四季 阳光 下 飞驰 锻炼 强健 体魄 性格 乐观 豁达 聊到 高房价 说 儿子 四岁 还 买房 单位 不 解决 孩子 入学 会 辞职 走 人 挺 惊讶 单位 门槛 不低 说走就走 阶段 集体户 孩子 都 解决 上学 留下来
0,计划 一场 断舍 精神 物质 上 删 放下 再 内耗 多多 记录 快乐
0,记 20231122 本来 记录 两件事 转头 忘记 一件 买 一盒 泸溪 河 千层 麻花 味道 很 熟悉 想不起来 小时候 吃 味道
0,记得 前段时间 加班 喝 一杯 速溶 咖啡 影响 睡眠 好 运气 不 常有 上午 陪 女儿 去 动物园 困得 想 吐 蜜雪 冰城 点 一杯 铁 喝完 脚下 生 风 精神抖擞 兴致 高涨 大大小小 场馆 逛 遍 睡 前加 额外 两粒 药 没 放到 双刃剑 够 锋利
0,记得 小学 老师 分享 一个 新闻 一个 十一岁 男孩 考试 不及格 跳楼 老师 站 母亲 角度 想想 心疼 母亲 还 挺 赞同 只 心疼 孩子 亚洲 教育 培养 学霸 不错 悲剧
0,记性 越来越 差 记住 不好 事
0,济南 合照 终于
0,济南 见 在线 上 见
0,练
0,家里 人 问 回家 都 想 回家 打算
0,肩膀 疼得 人 恶心 想着 明天 找 老中医 敲一敲 好像 更好 办法
0,减药 失败 还 搭 上 一颗 情绪稳定 睡意 不 关 电脑 时间 晚 1100 睡前 下午 莫愁湖 公园 顺道 进去 走 一会儿 十几年 前来 看 海棠花 忘 古建筑 歇 山顶 重檐 肃穆 纪念碑
0,建议 来个 姐妹 想见 做 剪 一个 丞田 两个 人 跨越 时间 救赎 爱恋 很土 真的 想 看
0,焦虑 情绪 顶峰
0,焦虑 好 一半儿 还会 焦虑 假期 赶紧 结束 越南
0,焦虑 未知
0,阶梯 金字塔 孟菲斯 博物馆 萨拉丁 城堡 第一次 非洲 第一次 沙漠 好 奇妙 感觉 非洲 埃及 阶梯 金字塔
0,推荐 审核 哥哥 姐姐 骗子 打广告 只 想 分享 人
0,节日快乐
0,结束 真的 不 体验 见到 羊 羊 跨 夜 说 好像 清场 花 搬 易拉宝 搬
0,姐姐 难道 真的 做错
0,姐姐 周四 见 合肥
0,姐姐 抱抱 羊 不 说 这句 话
0,戒烟 戒不掉 家里人 都 不准 抽烟 不想 戒
